RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM,CTRT_DT,TRAD_YRMTH,SQM_PRICE
2024,11290,성북구,13300,정릉동,1,대지,1017,0000,쌍용2,48700,59,0,4,,,1999,아파트,중개거래,서울 성북구,2024-12-28,2024-12,825.4237
2024,11710,송파구,10200,신천동,1,대지,0007,0000,장미1,209000,71,0,1,,,1979,아파트,중개거래,서울 송파구,2024-12-28,2024-12,2943.6619
2024,11260,중랑구,10100,면목동,1,대지,1505,0000,리치카운티,71000,84,0,6,,,2004,아파트,중개거래,서울 중랑구,2024-12-28,2024-12,845.2381
2024,11260,중랑구,10200,상봉동,1,대지,0484,0000,"엘지,쌍용아파트",59500,68,0,9,,,1996,아파트,중개거래,서울 중랑구,2024-12-28,2024-12,875.0
2024,11530,구로구,10800,오류동,1,대지,0334,0000,라인,55750,84,0,15,,,1995,아파트,중개거래,서울 구로구,2024-12-28,2024-12,663.6905
2024,11230,동대문구,10900,휘경동,1,대지,0057,0000,주공2,49000,39,0,6,,,2001,아파트,중개거래,서울 동대문구,2024-12-28,2024-12,1256.4103
2024,11710,송파구,10700,가락동,1,대지,0140,0000,가락(1차)쌍용아파트,128000,59,0,13,,,1997,아파트,중개거래,서울 송파구,2024-12-28,2024-12,2169.4915
2024,11380,은평구,10300,불광동,1,대지,0281,0089,디앤제이하우징(281-89),28400,24,0,7,,,2022,아파트,직거래,,2024-12-28,2024-12,1183.3334
2024,11440,마포구,12500,성산동,1,대지,0600,0000,성사1차풍림아파트101동,65000,59,0,14,,,2000,아파트,중개거래,서울 마포구,2024-12-28,2024-12,1101.695
2024,11680,강남구,10800,논현동,1,대지,0058,0002,마일스디오빌,39800,36,0,6,,,2004,아파트,중개거래,"서울 강남구, 서울 광진구",2024-12-27,2024-12,1105.5555
2024,11440,마포구,10900,염리동,1,대지,0533,0000,마포자이더센트리지(102동~112동),174000,84,0,6,,,2022,아파트,중개거래,서울 서대문구,2024-12-27,2024-12,2071.4285
2024,11440,마포구,11100,신수동,1,대지,0456,0000,마포경남아너스빌,115000,84,0,3,,,2007,아파트,중개거래,서울 마포구,2024-12-27,2024-12,1369.0476
2024,11440,마포구,11700,신정동,1,대지,0030,0000,서강GS,93000,59,0,5,,20241227,1999,아파트,직거래,,2024-12-27,2024-12,1576.2712
2024,11440,마포구,11700,신정동,1,대지,0030,0000,서강GS,93000,59,0,5,,,1999,아파트,중개거래,서울 양천구,2024-12-27,2024-12,1576.2712
2024,11680,강남구,10800,논현동,1,대지,0276,0001,아크로힐스논현,240000,84,0,27,,,2014,아파트,중개거래,서울 강남구,2024-12-27,2024-12,2857.1428
2024,11560,영등포구,11400,당산동4가,1,대지,0029,0000,한강아파트,88000,59,0,9,,,1999,아파트,중개거래,서울 영등포구,2024-12-27,2024-12,1491.5254
2024,11560,영등포구,10300,영등포동2가,1,대지,0139,0000,여의도리미티오148,31500,24,0,17,,,2022,아파트,중개거래,서울 영등포구,2024-12-27,2024-12,1312.5
2024,11260,중랑구,10400,묵동,1,대지,0245,0064,우성,29000,48,0,4,,,1975,아파트,중개거래,서울 중랑구,2024-12-27,2024-12,604.1667
2024,11230,동대문구,10600,장안동,1,대지,0373,0003,현대썬앤빌601,10450,18,0,16,,,2015,아파트,중개거래,서울 동대문구,2024-12-27,2024-12,580.55554
2024,11710,송파구,10900,장지동,1,대지,0849,0000,송파파인타운3단지,119500,84,0,2,,,2008,아파트,중개거래,서울 송파구,2024-12-27,2024-12,1422.619
2024,11230,동대문구,10600,장안동,1,대지,0466,0005,장안푸르미에,12650,17,0,6,,,2013,아파트,직거래,,2024-12-27,2024-12,744.1177
2024,11560,영등포구,12700,양평동3가,1,대지,0079,0000,현대3차,93000,84,0,17,,,1991,아파트,중개거래,서울 영등포구,2024-12-27,2024-12,1107.1428
2024,11290,성북구,13700,상월곡동,1,대지,0101,0000,동아에코빌,56300,59,0,3,,,2003,아파트,중개거래,서울 성북구,2024-12-27,2024-12,954.2373
2024,11590,동작구,10200,상도동,1,대지,0534,0000,상도더샵2차,114000,84,0,2,,,2014,아파트,중개거래,서울 동작구,2024-12-27,2024-12,1357.1428
2024,11290,성북구,13400,길음동,1,대지,1276,0000,삼부컨비니언,58000,59,0,14,,,1998,아파트,중개거래,서울 성북구,2024-12-27,2024-12,983.05084
2024,11470,양천구,10300,신월동,1,대지,1033,0000,대성유니드,62200,76,0,11,,20250121,2004,아파트,중개거래,서울 양천구,2024-12-27,2024-12,818.4211
2024,11680,강남구,10500,삼성동,1,대지,0050,0000,현대힐스테이트2단지,149000,40,0,9,,,2008,아파트,중개거래,서울 강남구,2024-12-27,2024-12,3725.0
2024,11470,양천구,10100,신정동,1,대지,0327,0000,목동신시가지13,195000,98,0,2,,,1987,아파트,중개거래,서울 양천구,2024-12-27,2024-12,1989.7959
2024,11560,영등포구,10100,영등포동,1,대지,0647,0000,영등포푸르지오,110000,73,0,2,,20250110,2002,아파트,중개거래,서울 영등포구,2024-12-27,2024-12,1506.8494
2024,11650,서초구,10600,잠원동,1,대지,0073,0000,신반포2,327500,68,0,12,,,1978,아파트,중개거래,서울 서초구,2024-12-27,2024-12,4816.1763
2024,11470,양천구,10300,신월동,1,대지,1033,0000,대성유니드,62200,76,0,11,,20241227,2004,아파트,중개거래,서울 양천구,2024-12-27,2024-12,818.4211
2024,11215,광진구,10500,자양동,1,대지,0761,0000,자양2현대,117700,84,0,4,,,1995,아파트,중개거래,서울 광진구,2024-12-26,2024-12,1401.1904
2024,11230,동대문구,11000,이문동,3,블럭,0257,0042,래미안 라그란데,110897,84,0,5,분양권,,0,아파트,직거래,,2024-12-26,2024-12,1320.2024
2024,11590,동작구,10200,상도동,1,대지,0407,0000,현대(관악),68000,58,0,15,,,1992,아파트,중개거래,서울 관악구,2024-12-26,2024-12,1172.4138
2024,11710,송파구,10200,신천동,1,대지,0007,0000,장미1,259000,99,0,9,,,1979,아파트,중개거래,서울 송파구,2024-12-26,2024-12,2616.1616
2024,11260,중랑구,10600,신내동,1,대지,0787,0000,석탑,40000,59,0,16,,,1997,아파트,중개거래,서울 중랑구,2024-12-26,2024-12,677.9661
2024,11740,강동구,10600,둔촌동,1,대지,0170,0001,올림픽파크 포레온,249082,84,0,17,입주권,,0,아파트,중개거래,"서울 강동구, 서울 송파구",2024-12-26,2024-12,2965.262
2024,11440,마포구,10200,공덕동,1,대지,0030,0010,솔리스타,17000,14,0,16,,,2018,아파트,중개거래,서울 마포구,2024-12-26,2024-12,1214.2858
2024,11290,성북구,13400,길음동,1,대지,1284,0000,길음뉴타운8단지(래미안),89000,59,0,4,,,2010,아파트,중개거래,서울 성북구,2024-12-26,2024-12,1508.4746
2024,11740,강동구,10900,천호동,1,대지,0423,0200,강동 밀레니얼 중흥S-클래스,127000,59,0,39,입주권,,0,아파트,중개거래,서울 강동구,2024-12-26,2024-12,2152.5425
2024,11545,금천구,10300,시흥동,1,대지,1017,0000,관악산신도브래뉴,66500,94,0,14,,,2006,아파트,중개거래,서울 금천구,2024-12-26,2024-12,707.44684
2024,11215,광진구,10700,화양동,1,대지,0113,0001,광진코지웰,16300,16,0,11,,,2014,아파트,중개거래,서울 광진구,2024-12-26,2024-12,1018.75
2024,11200,성동구,10700,행당동,1,대지,0376,0000,서울숲행당푸르지오,135000,84,0,4,,20250418,2011,아파트,중개거래,서울 성동구,2024-12-26,2024-12,1607.1428
2024,11290,성북구,13300,정릉동,1,대지,1022,0000,대동아파트,52500,81,0,17,,,2003,아파트,중개거래,서울 성북구,2024-12-26,2024-12,648.14813
2024,11560,영등포구,11100,당산동1가,1,대지,0009,0001,코오롱,58000,59,0,12,,,1996,아파트,직거래,,2024-12-26,2024-12,983.05084
2024,11290,성북구,13400,길음동,1,대지,1281,0000,길음뉴타운4단지(e편한세상),65500,59,0,2,,,2005,아파트,직거래,,2024-12-26,2024-12,1110.1694
2024,11440,마포구,11100,신수동,1,대지,0459,0000,밤섬경남아너스빌,115000,84,0,1,,,2009,아파트,중개거래,서울 마포구,2024-12-26,2024-12,1369.0476
2024,11230,동대문구,10300,제기동,1,대지,1212,0000,한신아파트,71000,59,0,23,,,2004,아파트,중개거래,"서울 노원구, 서울 동대문구",2024-12-26,2024-12,1203.3898
2024,11350,노원구,10500,상계동,1,대지,0637,0000,상계주공13(고층),38000,49,0,12,,,1989,아파트,중개거래,서울 노원구,2024-12-26,2024-12,775.5102
2024,11560,영등포구,11200,당산동2가,1,대지,0016,0001,당산대우,36900,31,0,10,,,1999,아파트,중개거래,서울 영등포구,2024-12-26,2024-12,1190.3226
2024,11200,성동구,10700,행당동,1,대지,0376,0000,서울숲행당푸르지오,135000,84,0,4,,,2011,아파트,중개거래,서울 성동구,2024-12-26,2024-12,1607.1428
2024,11320,도봉구,10600,방학동,1,대지,0739,0000,효성하이타운아파트,49000,84,0,7,,,2002,아파트,중개거래,서울 도봉구,2024-12-26,2024-12,583.3333
2024,11200,성동구,10700,행당동,1,대지,0376,0000,서울숲행당푸르지오,165000,114,0,11,,,2011,아파트,중개거래,서울 성동구,2024-12-26,2024-12,1447.3684
2024,11590,동작구,10600,동작동,1,대지,0331,0000,금강KCC,100000,84,0,2,,,2003,아파트,중개거래,서울 동작구,2024-12-26,2024-12,1190.4762
2024,11470,양천구,10100,신정동,1,대지,0314,0000,목동신시가지8,229000,105,0,5,,,1987,아파트,중개거래,서울 양천구,2024-12-25,2024-12,2180.9524
2024,11215,광진구,10700,화양동,1,대지,0530,0000,씨즈건대힐스,16470,14,0,4,,,2017,아파트,중개거래,서울 광진구,2024-12-25,2024-12,1176.4286
2024,11350,노원구,10300,공릉동,1,대지,0744,0000,건영장미아파트,49000,59,0,14,,,1999,아파트,중개거래,서울 노원구,2024-12-25,2024-12,830.5085
2024,11530,구로구,10200,구로동,1,대지,1267,0000,신도림태영타운,90500,59,0,12,,,2000,아파트,중개거래,서울 구로구,2024-12-25,2024-12,1533.8983
2024,11320,도봉구,10600,방학동,1,대지,0713,0000,브라운스톤방학아파트,66000,84,0,9,,,2003,아파트,중개거래,서울 도봉구,2024-12-25,2024-12,785.7143
2024,11290,성북구,11200,삼선동2가,1,대지,0425,0000,삼선푸르지오,84000,84,0,6,,,2008,아파트,중개거래,서울 성북구,2024-12-25,2024-12,1000.0
2024,11380,은평구,10700,응암동,1,대지,0110,0001,위산일리온시티,23000,18,0,17,,,2020,아파트,중개거래,서울 은평구,2024-12-25,2024-12,1277.7778
2024,11680,강남구,10800,논현동,1,대지,0022,0000,신동아(22),85000,35,0,12,,,1997,아파트,중개거래,서울 강남구,2024-12-25,2024-12,2428.5715
2024,11230,동대문구,11000,이문동,3,블럭,0257,0042,래미안 라그란데,108000,59,0,7,입주권,,0,아파트,중개거래,서울 동대문구,2024-12-25,2024-12,1830.5084
2024,11710,송파구,10400,송파동,1,대지,0163,0014,현대,89000,59,0,1,,,1997,아파트,중개거래,서울 송파구,2024-12-25,2024-12,1508.4746
2024,11290,성북구,11200,삼선동2가,1,대지,0425,0000,삼선푸르지오,75000,59,0,10,,,2008,아파트,중개거래,"서울 성북구, 서울 종로구",2024-12-25,2024-12,1271.1864
2024,11110,종로구,17400,창신동,1,대지,0703,0000,창신쌍용2,87000,115,0,14,,,1993,아파트,중개거래,서울 종로구,2024-12-25,2024-12,756.5217
2024,11350,노원구,10300,공릉동,1,대지,0760,0000,화랑대디오베이션,65700,59,0,15,,,2021,아파트,중개거래,서울 중랑구,2024-12-25,2024-12,1113.5593
2024,11290,성북구,13400,길음동,1,대지,1283,0000,길음뉴타운6단지(래미안),113000,84,0,8,,20250205,2007,아파트,중개거래,서울 성북구,2024-12-25,2024-12,1345.238
2024,11740,강동구,10800,성내동,1,대지,0465,0001,코랜드빌리지,58000,57,0,10,,20250106,2001,아파트,중개거래,서울 강동구,2024-12-25,2024-12,1017.5439
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27375,21,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1303.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45334,36,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1259.2778
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45999,36,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1277.75
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40687,34,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1196.6765
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40687,34,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1196.6765
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45474,36,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1263.1666
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27795,21,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1323.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27900,21,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27900,21,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42925,33,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1300.7576
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43345,33,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.4849
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46489,36,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1291.3611
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27795,21,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1323.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42925,33,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1300.7576
2024,11560,영등포구,12900,양평동5가,1,대지,0076,0000,양평한신,81000,59,0,2,,20250109,1996,아파트,중개거래,서울 영등포구,2024-12-24,2024-12,1372.8813
2024,11380,은평구,10700,응암동,1,대지,0669,0001,대주피오레,56500,59,0,1,,,2003,아파트,중개거래,서울 은평구,2024-12-24,2024-12,957.62714
2024,11710,송파구,10200,신천동,1,대지,0011,0000,장미2,253700,99,0,3,,,1979,아파트,중개거래,서울 송파구,2024-12-24,2024-12,2562.6262
2024,11350,노원구,10400,하계동,1,대지,0273,0000,장미(시영6),62300,59,0,9,,,1989,아파트,직거래,,2024-12-24,2024-12,1055.9323
2024,11320,도봉구,10700,창동,1,대지,0305,0000,창동주공1단지,56000,58,0,12,,,1990,아파트,중개거래,서울 도봉구,2024-12-24,2024-12,965.5172
2024,11710,송파구,11200,오금동,1,대지,0165,0000,상아2차아파트,115000,84,0,7,,,1988,아파트,중개거래,서울 송파구,2024-12-24,2024-12,1369.0476
2024,11215,광진구,10500,자양동,1,대지,0861,0000,자양호반써밋,110000,40,0,2,,,2021,아파트,직거래,,2024-12-24,2024-12,2750.0
2024,11680,강남구,11000,압구정동,1,대지,0490,0000,한양1차(영동한양),388000,63,0,5,,,1977,아파트,중개거래,서울 강남구,2024-12-24,2024-12,6158.73
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43205,33,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1309.2424
2024,11320,도봉구,10500,쌍문동,1,대지,0158,0000,한양7,54000,84,0,10,,,1993,아파트,중개거래,"서울 강북구, 서울 도봉구",2024-12-24,2024-12,642.8571
2024,11290,성북구,10300,돈암동,1,대지,0636,0000,이수브라운스톤돈암,72900,59,0,18,,,2004,아파트,중개거래,서울 성북구,2024-12-24,2024-12,1235.5933
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42155,33,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1277.4242
2024,11230,동대문구,11000,이문동,1,대지,0425,0000,이문삼성래미안아파트,74000,84,0,11,,,2001,아파트,중개거래,서울 동대문구,2024-12-24,2024-12,880.9524
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27900,21,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.5714
2024,11305,강북구,10100,미아동,1,대지,1355,0000,미아한일유앤아이,69700,84,0,11,,,2002,아파트,중개거래,"서울 강북구, 서울 성북구",2024-12-24,2024-12,829.7619
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27795,21,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1323.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43695,33,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1324.091
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46174,36,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1282.6111
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43205,33,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1309.2424
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43975,33,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1332.5758
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46174,36,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1282.6111
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27375,21,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1303.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,26990,21,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1285.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41457,34,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1219.3235
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42015,33,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1273.1818
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27375,21,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1303.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45194,36,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1255.3889
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27375,21,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1303.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27375,21,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1303.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27375,21,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1303.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27200,21,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27200,21,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27200,21,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27200,21,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27200,21,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27200,21,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27095,21,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1290.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27095,21,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1290.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27095,21,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1290.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27690,21,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1318.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27690,21,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1318.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27690,21,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1318.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27585,21,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27585,21,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27585,21,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,26990,21,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1285.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,26990,21,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1285.238
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27900,21,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27900,21,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27900,21,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41457,34,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1219.3235
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41457,34,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1219.3235
2024,11650,서초구,10800,서초동,1,대지,1529,0000,서초2차e-편한세상,210000,116,0,13,,,2005,아파트,중개거래,서울 서초구,2024-12-24,2024-12,1810.3448
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27585,21,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.5714
2024,11290,성북구,13300,정릉동,1,대지,1033,0000,우정에쉐르,51000,59,0,15,,,2009,아파트,중개거래,서울 성북구,2024-12-24,2024-12,864.4068
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27585,21,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.5714
