RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM,CTRT_DT,TRAD_YRMTH,SQM_PRICE
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46629,36,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.25
2024,11500,강서구,10600,내발산동,1,대지,0756,0000,마곡수명산파크7단지,83700,84,0,12,,,2008,아파트,중개거래,서울 강서구,2024-12-24,2024-12,996.4286
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41457,34,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1219.3235
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42925,33,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1300.7576
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,27585,21,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.5714
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46489,36,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1291.3611
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46804,36,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1300.1111
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43520,33,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1318.7878
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45824,36,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1272.8889
2024,11200,성동구,10200,하왕십리동,1,대지,1070,0000,센트라스,93700,40,0,28,,,2016,아파트,중개거래,"서울 성동구, 서울 중구",2024-12-24,2024-12,2342.5
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41282,34,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1214.1765
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42295,33,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1281.6666
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42925,33,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1300.7576
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,47154,36,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1309.8334
2024,11200,성동구,10100,상왕십리동,1,대지,0012,0047,센트럴큐브,24000,19,0,18,,,2019,아파트,직거래,,2024-12-24,2024-12,1263.1578
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43205,33,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1309.2424
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43835,33,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1328.3334
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42645,33,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1292.2727
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,47329,36,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1314.6945
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43345,33,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1313.4849
2024,11530,구로구,10200,구로동,1,대지,0685,0222,주공1,74000,73,0,2,,,1986,아파트,중개거래,서울 구로구,2024-12-24,2024-12,1013.6986
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43975,33,0,15,,,2022,아파트,직거래,,2024-12-24,2024-12,1332.5758
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42785,33,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1296.5151
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46489,36,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1291.3611
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41282,34,0,13,,,2022,아파트,직거래,,2024-12-24,2024-12,1214.1765
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46629,36,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1295.25
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42645,33,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1292.2727
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40967,34,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1204.9117
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40967,34,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1204.9117
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40057,34,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1178.1471
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43520,33,0,11,,,2022,아파트,직거래,,2024-12-24,2024-12,1318.7878
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45824,36,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1272.8889
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46174,36,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1282.6111
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40057,34,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1178.1471
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40197,34,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1182.2646
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46349,36,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1287.4722
2024,11560,영등포구,10600,영등포동5가,1,대지,0049,0001,현대프라자,54000,59,0,4,,,1999,아파트,중개거래,서울 영등포구,2024-12-24,2024-12,915.2542
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40197,34,0,5,,,2022,아파트,직거래,,2024-12-24,2024-12,1182.2646
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41107,34,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1209.0294
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46804,36,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1300.1111
2024,11140,중구,16500,황학동,1,대지,2545,0000,롯데캐슬,100000,84,0,9,,,2008,아파트,중개거래,서울 중구,2024-12-24,2024-12,1190.4762
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42645,33,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1292.2727
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,41107,34,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1209.0294
2024,11305,강북구,10100,미아동,1,대지,1369,0000,꿈의숲해링턴플레이스,89700,84,0,10,,,2019,아파트,중개거래,서울 강북구,2024-12-24,2024-12,1067.8572
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40967,34,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1204.9117
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46979,36,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1304.9722
2024,11380,은평구,10600,대조동,1,대지,0179,0016,북한산포레스트,18800,29,0,13,,,2021,아파트,직거래,,2024-12-24,2024-12,648.2759
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,42295,33,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1281.6666
2024,11350,노원구,10600,중계동,1,대지,0588,0000,양지마을(대림)2,102000,114,0,3,,,1999,아파트,중개거래,서울 노원구,2024-12-24,2024-12,894.7368
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45474,36,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1263.1666
2024,11230,동대문구,10200,용두동,1,대지,0779,0000,신동아,60000,49,0,11,,,1994,아파트,중개거래,서울 동대문구,2024-12-24,2024-12,1224.4897
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40337,34,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1186.3823
2024,11380,은평구,10300,불광동,1,대지,0641,0000,북한산현대힐스테이트3차아파트,70800,59,0,9,,,2010,아파트,직거래,,2024-12-24,2024-12,1200.0
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40337,34,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1186.3823
2024,11410,서대문구,12000,남가좌동,1,대지,0385,0000,DMC파크뷰자이2단지,127000,84,0,6,,,2015,아파트,중개거래,서울 서대문구,2024-12-24,2024-12,1511.9048
2024,11230,동대문구,11000,이문동,3,블럭,0257,0042,래미안 라그란데,108000,59,0,14,입주권,,0,아파트,중개거래,서울 동대문구,2024-12-24,2024-12,1830.5084
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,47329,36,0,14,,,2022,아파트,직거래,,2024-12-24,2024-12,1314.6945
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40967,34,0,10,,,2022,아파트,직거래,,2024-12-24,2024-12,1204.9117
2024,11470,양천구,10100,신정동,1,대지,1327,0000,호반써밋목동,114000,59,0,14,,,2022,아파트,중개거래,서울 양천구,2024-12-24,2024-12,1932.2034
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40687,34,0,9,,,2022,아파트,직거래,,2024-12-24,2024-12,1196.6765
2024,11560,영등포구,10900,영등포동8가,1,대지,0076,0001,삼환,94000,59,0,20,,,1999,아파트,중개거래,서울 영등포구,2024-12-24,2024-12,1593.2203
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,43065,33,0,12,,,2022,아파트,직거래,,2024-12-24,2024-12,1305.0
2024,11290,성북구,13400,길음동,1,대지,1281,0000,길음뉴타운4단지(e편한세상),76800,59,0,8,,,2005,아파트,중개거래,서울 성북구,2024-12-24,2024-12,1301.695
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,46174,36,0,6,,,2022,아파트,직거래,,2024-12-24,2024-12,1282.6111
2024,11140,중구,16200,신당동,1,대지,0851,0000,래미안하이베르,127000,84,0,12,,20250107,2011,아파트,중개거래,서울 중구,2024-12-24,2024-12,1511.9048
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40337,34,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1186.3823
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40337,34,0,7,,,2022,아파트,직거래,,2024-12-24,2024-12,1186.3823
2024,11530,구로구,10200,구로동,1,대지,0044,0008,비즈트위트오렌지,8000,15,0,5,,,2013,아파트,중개거래,충북 음성군,2024-12-24,2024-12,533.3333
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,40687,34,0,8,,,2022,아파트,직거래,,2024-12-24,2024-12,1196.6765
2024,11740,강동구,10500,길동,1,대지,0414,0009,거산유팰리스2차,45824,36,0,4,,,2022,아파트,직거래,,2024-12-24,2024-12,1272.8889
2024,11710,송파구,10100,잠실동,1,대지,0035,0000,트리지움,246000,84,0,27,,,2007,아파트,중개거래,서울 송파구,2024-12-24,2024-12,2928.5715
2024,11470,양천구,10100,신정동,1,대지,0326,0000,목동신시가지12,149000,71,0,3,,,1988,아파트,중개거래,서울 양천구,2024-12-24,2024-12,2098.5916
2024,11200,성동구,10700,행당동,1,대지,0346,0000,행당한진타운,112000,59,0,19,,,2000,아파트,중개거래,서울 성동구,2024-12-23,2024-12,1898.305
2024,11350,노원구,10600,중계동,1,대지,0514,0000,중앙하이츠아쿠아,89000,84,0,10,,,2008,아파트,중개거래,서울 노원구,2024-12-23,2024-12,1059.5238
2024,11200,성동구,10800,응봉동,1,대지,0100,0000,대림(1차),133500,75,0,6,,,1986,아파트,중개거래,서울 성동구,2024-12-23,2024-12,1780.0
2024,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,320000,98,0,11,,,2008,아파트,중개거래,서울 송파구,2024-12-23,2024-12,3265.3062
2024,11500,강서구,10600,내발산동,1,대지,0657,0000,우장산힐스테이트,132700,84,0,8,,,2005,아파트,중개거래,서울 강서구,2024-12-23,2024-12,1579.762
2024,11380,은평구,11400,진관동,1,대지,0062,0000,은평스카이뷰자이,106500,84,0,11,,,2019,아파트,중개거래,서울 은평구,2024-12-23,2024-12,1267.8572
2024,11350,노원구,10500,상계동,1,대지,0691,0000,상계주공7(고층),47000,41,0,5,,,1988,아파트,중개거래,서울 노원구,2024-12-23,2024-12,1146.3414
2024,11710,송파구,10800,문정동,1,대지,0145,0000,문정시영,62000,39,0,12,,,1989,아파트,중개거래,서울 송파구,2024-12-23,2024-12,1589.7435
2024,11680,강남구,11800,도곡동,1,대지,0467,0007,아카데미스위트1,347800,164,0,46,,,2004,아파트,직거래,,2024-12-23,2024-12,2120.7317
2024,11680,강남구,11800,도곡동,1,대지,0467,0007,아카데미스위트1,220000,122,0,6,,,2004,아파트,중개거래,서울 강남구,2024-12-23,2024-12,1803.2787
2024,11290,성북구,10800,동소문동5가,1,대지,0015,0000,성신여대역솔하임,21000,14,0,14,,,2018,아파트,중개거래,서울 성북구,2024-12-23,2024-12,1500.0
2024,11350,노원구,10300,공릉동,1,대지,0714,0000,삼익4단지아파트,47000,49,0,7,,,1994,아파트,중개거래,서울 노원구,2024-12-23,2024-12,959.18365
2024,11710,송파구,10800,문정동,1,대지,0150,0000,올림픽훼밀리타운,232000,136,0,9,,,1988,아파트,중개거래,서울 송파구,2024-12-23,2024-12,1705.8823
2024,11230,동대문구,10500,답십리동,1,대지,1003,0000,래미안위브,130500,84,0,20,,20250103,2014,아파트,중개거래,서울 중구,2024-12-23,2024-12,1553.5714
2024,11530,구로구,11200,항동,1,대지,0242,0000,하버라인3단지,76000,74,0,4,,,2019,아파트,중개거래,서울 구로구,2024-12-23,2024-12,1027.027
2024,11230,동대문구,10500,답십리동,1,대지,0530,0004,보광타워,24700,22,0,8,,,2019,아파트,중개거래,서울 동대문구,2024-12-23,2024-12,1122.7273
2024,11545,금천구,10300,시흥동,1,대지,0005,0013,삼익,58000,84,0,9,,,1999,아파트,직거래,,2024-12-23,2024-12,690.4762
2024,11380,은평구,10600,대조동,1,대지,0197,0001,유진아이디움,16500,14,0,11,,,2019,아파트,직거래,,2024-12-23,2024-12,1178.5714
2024,11350,노원구,10300,공릉동,1,대지,0715,0000,시영3차(라이프)아파트,32000,34,0,12,,,1994,아파트,중개거래,서울 노원구,2024-12-23,2024-12,941.17645
2024,11590,동작구,10200,상도동,1,대지,0906,0000,상도푸르지오클라베뉴,127000,84,0,8,분양권,,0,아파트,중개거래,서울 동작구,2024-12-23,2024-12,1511.9048
2024,11650,서초구,10100,방배동,1,대지,1010,0001,방배임광3차,66000,44,0,9,,,1988,아파트,직거래,,2024-12-23,2024-12,1500.0
2024,11680,강남구,10800,논현동,1,대지,0245,0000,동양파라곤,370000,160,0,12,,,2004,아파트,중개거래,서울 강남구,2024-12-23,2024-12,2312.5
2024,11710,송파구,10900,장지동,1,대지,0857,0000,송파파인타운13단지,152000,84,0,5,,,2011,아파트,중개거래,"서울 강남구, 서울 송파구",2024-12-23,2024-12,1809.5238
2024,11230,동대문구,10200,용두동,1,대지,0779,0000,신동아,60000,49,0,11,,20241229,1994,아파트,중개거래,서울 동대문구,2024-12-23,2024-12,1224.4897
2024,11500,강서구,10300,화곡동,1,대지,1161,0000,강서동도센트리움,8900,14,0,6,,,2012,아파트,중개거래,서울 강서구,2024-12-23,2024-12,635.7143
2024,11350,노원구,10400,하계동,1,대지,0284,0000,한신1,29000,27,0,11,,,1988,아파트,중개거래,서울 노원구,2024-12-23,2024-12,1074.0741
2024,11560,영등포구,13000,양평동6가,1,대지,0100,0000,동양,73300,59,0,14,,,2000,아파트,중개거래,서울 영등포구,2024-12-23,2024-12,1242.3729
2024,11500,강서구,10900,방화동,1,대지,0839,0000,방화그린,40500,39,0,14,,,1993,아파트,중개거래,서울 강서구,2024-12-23,2024-12,1038.4615
2024,11650,서초구,10300,우면동,1,대지,0057,0000,대림,177000,130,0,9,,,1995,아파트,중개거래,서울 서초구,2024-12-23,2024-12,1361.5385
2024,11350,노원구,10200,월계동,1,대지,0924,0000,초안2,38700,59,0,4,,,1997,아파트,중개거래,서울 노원구,2024-12-23,2024-12,655.9322
2024,11320,도봉구,10500,쌍문동,1,대지,0056,0000,삼익세라믹,56000,79,0,2,,,1988,아파트,중개거래,서울 도봉구,2024-12-23,2024-12,708.8608
2024,11110,종로구,10800,통인동,1,대지,0005,0001,효자,22000,61,0,5,,,1999,아파트,중개거래,서울 종로구,2024-12-23,2024-12,360.65573
2024,11380,은평구,11400,진관동,1,대지,0092,0000,은평뉴타운 제각말 푸르지오(5-4단지),80000,84,0,4,,,2010,아파트,중개거래,서울 은평구,2024-12-23,2024-12,952.381
2024,11215,광진구,10500,자양동,1,대지,0227,0007,더샵스타시티,190000,119,0,12,,,2007,아파트,중개거래,서울 성동구,2024-12-23,2024-12,1596.6387
2024,11350,노원구,10500,상계동,1,대지,0670,0000,상계주공9(고층),48000,49,0,5,,,1988,아파트,중개거래,서울 노원구,2024-12-23,2024-12,979.59186
2024,11200,성동구,11100,금호동3가,1,대지,0700,0000,금호자이2차,141000,84,0,16,,,2012,아파트,중개거래,서울 성동구,2024-12-23,2024-12,1678.5714
2024,11290,성북구,10700,동소문동4가,1,대지,0279,0000,송산아파트,53000,58,0,1,,,1998,아파트,직거래,,2024-12-23,2024-12,913.7931
2024,11470,양천구,10200,목동,1,대지,0925,0000,목동신시가지7,268000,101,0,14,,,1986,아파트,중개거래,서울 양천구,2024-12-23,2024-12,2653.4653
2024,11590,동작구,10800,대방동,1,대지,0394,0002,진성마블로스,12000,14,0,4,,,2011,아파트,중개거래,서울 동작구,2024-12-23,2024-12,857.1429
2024,11440,마포구,10800,대흥동,1,대지,0660,0000,대흥동태영아파트,149500,84,0,3,,,1999,아파트,중개거래,서울 마포구,2024-12-22,2024-12,1779.762
2024,11440,마포구,10900,염리동,1,대지,0532,0000,마포프레스티지자이,227500,84,0,12,,,2021,아파트,중개거래,서울 마포구,2024-12-22,2024-12,2708.3333
2024,11590,동작구,10400,본동,1,대지,0487,0000,한신휴플러스,85000,59,0,9,,,2004,아파트,중개거래,"서울 강남구, 서울 동작구",2024-12-22,2024-12,1440.678
2024,11470,양천구,10200,목동,1,대지,0925,0000,목동신시가지7,208000,66,0,9,,,1986,아파트,중개거래,서울 양천구,2024-12-22,2024-12,3151.5151
2024,11710,송파구,10200,신천동,1,대지,0007,0000,장미1,289000,120,0,12,,,1979,아파트,중개거래,서울 송파구,2024-12-22,2024-12,2408.3333
2024,11560,영등포구,13300,대림동,1,대지,0608,0001,현대3차,82000,59,0,22,,20250205,1997,아파트,중개거래,서울 영등포구,2024-12-22,2024-12,1389.8306
2024,11620,관악구,10100,봉천동,1,대지,1719,0000,관악동부센트레빌,82000,59,0,5,,20250115,2004,아파트,중개거래,서울 관악구,2024-12-22,2024-12,1389.8306
2024,11200,성동구,11100,금호동3가,1,대지,1662,0000,금호한신,95000,59,0,11,,,2005,아파트,중개거래,서울 성동구,2024-12-22,2024-12,1610.1694
2024,11590,동작구,10900,신대방동,1,대지,0395,0067,롯데관악타워,135000,172,0,22,,,1996,아파트,중개거래,서울 동작구,2024-12-22,2024-12,784.8837
2024,11380,은평구,10100,수색동,1,대지,0417,0000,DMC롯데캐슬더퍼스트,60000,39,0,1,,,2021,아파트,중개거래,서울 은평구,2024-12-22,2024-12,1538.4615
2024,11230,동대문구,11000,이문동,3,블럭,0257,0042,래미안 라그란데,127000,84,0,21,입주권,,0,아파트,중개거래,서울 동대문구,2024-12-22,2024-12,1511.9048
2024,11380,은평구,10900,신사동,1,대지,0360,0000,신사성원,65000,84,0,6,,,2000,아파트,중개거래,서울 은평구,2024-12-22,2024-12,773.8095
2024,11560,영등포구,13200,신길동,1,대지,0067,0001,경남,74500,59,0,2,,,1999,아파트,중개거래,서울 마포구,2024-12-22,2024-12,1262.7119
2024,11500,강서구,10500,마곡동,1,대지,0422,0000,신안,90000,84,0,2,,,1993,아파트,중개거래,"경기 안산시 단원구, 서울 강서구",2024-12-22,2024-12,1071.4286
2024,11410,서대문구,11000,북아현동,1,대지,1009,0000,두산,91900,59,0,13,,,1999,아파트,중개거래,서울 서대문구,2024-12-22,2024-12,1557.6271
2024,11560,영등포구,11500,당산동5가,1,대지,0042,0000,당산삼성래미안4차,180000,115,0,7,,,2003,아파트,중개거래,서울 영등포구,2024-12-22,2024-12,1565.2174
2024,11440,마포구,10800,대흥동,1,대지,0012,0041,서희스타힐스,20000,12,0,17,,,2014,아파트,중개거래,서울 마포구,2024-12-22,2024-12,1666.6666
2024,11200,성동구,10700,행당동,1,대지,0376,0000,서울숲행당푸르지오,118000,59,0,7,,,2011,아파트,중개거래,서울 성동구,2024-12-22,2024-12,2000.0
2024,11470,양천구,10200,목동,1,대지,0724,0002,동구햇살아파트,81500,84,0,10,,,2003,아파트,중개거래,서울 양천구,2024-12-22,2024-12,970.2381
2024,11260,중랑구,10200,상봉동,1,대지,0484,0000,"엘지,쌍용아파트",60600,68,0,13,,20250211,1996,아파트,중개거래,서울 중랑구,2024-12-21,2024-12,891.17645
2024,11680,강남구,10300,개포동,1,대지,0660,0001,디에이치 퍼스티어 아이파크,264000,84,0,6,입주권,,0,아파트,직거래,,2024-12-21,2024-12,3142.8572
2024,11440,마포구,10100,아현동,1,대지,0804,0000,더클래시,162000,59,0,4,,20241223,2022,아파트,중개거래,서울 마포구,2024-12-21,2024-12,2745.7627
2024,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,234000,84,0,5,,,2018,아파트,중개거래,서울 송파구,2024-12-21,2024-12,2785.7144
2024,11530,구로구,10700,개봉동,1,대지,0480,0000,현대홈타운,60000,59,0,24,,20250107,2001,아파트,중개거래,서울 구로구,2024-12-21,2024-12,1016.94916
2024,11305,강북구,10100,미아동,1,대지,1354,0000,벽산라이브파크,57800,60,0,6,,,2004,아파트,중개거래,"경기 평택시, 서울 강북구",2024-12-21,2024-12,963.3333
2024,11560,영등포구,11000,여의도동,1,대지,0525,0000,브라이튼여의도,488200,113,0,28,,,2023,아파트,직거래,,2024-12-21,2024-12,4320.354
2024,11470,양천구,10100,신정동,1,대지,1259,0000,신트리1,61500,49,0,11,,,1999,아파트,중개거래,서울 양천구,2024-12-21,2024-12,1255.102
2024,11320,도봉구,10700,창동,1,대지,0038,0000,주공17단지,30000,36,0,15,,,1989,아파트,중개거래,서울 도봉구,2024-12-21,2024-12,833.3333
